kode_buku,judul_buku,pengarang,genre
1842124021,The Complete Short Stories of H.G. Wells,Herbert George Wells;John R. Hammond,Fiction
1842163868,Portrait of Dorian Gray,Elizabeth Gray,English language
184243022X,Still Life with Woodpecker,Tom Robbins,Fiction
1842430351,Jitterbug Perfume,Tom Robbins,Fiction
1842552473,Ballet Shoes,Noel Streatfeild,Ballet
1842931539,Beowulf & Grendel,John Grigsby,History
1842931857,Mysteries,Colin Wilson,Body, Mind & Spirit
1843103311,Laughter and Tears,Ann Hewetson,Psychology
1843534096,Cuba,Fiona McAuslan;Matthew Norman,Travel
1843536161,The Rough Guide to Vietnam,Jan Dodd;Mark Lewis;Ron Emmons,Travel
1843537206,The Rough Guide to the Beatles,Chris Ingham,Biography & Autobiography
184354167X,Carpenter's Gothic,William Gaddis,Married people
1843607409,Primal Heat,Sherri L. King;Lorie O'Clare;Jaci Burton;Lora Leigh,Fiction
1843914115,The Fatal Eggs,Mikhail Bulgakov;Hugh Aplin,Fiction
1844130800,The Fourth Crusade and the Sack of Constantinople,Jonathan Phillips,Crusades
184415145X,Red Road From Stalingrad,Mansur Abdulin,History
1844164039,The Ultramarines Omnibus,Graham McNeill,Fiction
184416411X,Outlander,Matt Keefe,Fiction
1844350487,Doctor Who Short Trips: Repercussions,Gary Russell,Fiction
1844494241,Jimi Hendrix,Peter Doggett,Music
1844580512,Attack of the Jaguar,M. A. Harvey,Juvenile Fiction
1844670228,Planet of Slums,Mike Davis,Political Science
1844670538,Le Système Des Objets,Jean Baudrillard,Philosophy
1844670554,The Function of Criticism,Terry Eagleton,Philosophy
1844671089,In Defense of Lost Causes,Slavoj Žižek,Philosophy
1844740447,Desiring God,John Piper,Christian life
1845130499,My Wicked, Wicked Ways,Errol Flynn,Actors and actresses
1845203348,The Intelligence of Evil or the Lucidity Pact,Jean Baudrillard,Philosophy
1845390105,Scary Edwin Page,Alec Sillifant;Daniel Postgate,Children's stories
1845760182,Ghost in the Shell,Masamune Shirow,
1850522316,Red Dragon,Thomas Harris,Adventure stories
1851681825,Love Letters,Kahlil Gibran;Suheil Bushrui,Biography & Autobiography
1852339462,The Future of the Universe,A.J. Meadows,Science
1852402873,There is Always Enough,Rolland Baker;Heidi Baker,Church work with the poor
1852421177,The Chomsky Reader,Noam Chomsky;James Peck,Estados Unidos - Relaciones exteriores - 1945-1989
1852424478,The Blonde on the Street Corner,David Goodis,Fiction
1852426748,Of Tender Sin,David Goodis,Fiction
1852428082,Before Night Falls,Reinaldo Arenas,Authors, Cuban
1852864982,Death,Neil Gaiman,Death (Fictitious character : Gaiman)
1853260215,The History of Tom Jones,Henry Fielding,Fiction
1853260401,The Three Musketeers,Alexandre Dumas,Fiction
1853260738,Moll Flanders,Daniel Defoe,Fiction
1853261408,Tales from Shakespeare,Charles Lamb;Mary Lamb,Fiction
1853361062,Hemingway in Paris,Noel Riley Fitch,Authors, American
1854591177,Cyrano de Bergerac,Edmond Rostand,Drama
1854596012,Abandonment,Kate Atkinson,Drama
1854790471,The Wicked Wit of Charles Dickens,Shelley Klein;Charles Dickens,Reference
1855325527,Lützen 1632,Richard Brzezinski,History
1855384272,The Art of Dreaming,Carlos Castaneda,Dreams
1857024079,A Thousand Orange Trees,Kathryn Harrison,Historical fiction
1857024699,A Scandalous Life,Mary S. Lovell,Biography & Autobiography
1857027124,Galileo's Daughter,Dava Sobel,Astronomers
1857028155,The Magician's Assistant,Ann Patchett,Fantasy fiction
1857093313,Tom Hunter,Tracy Chevalier;Colin Wiggins,Biography & Autobiography
1857150945,The Odyssey,Homer;Robert Fitzgerald;Seamus Heaney,Epic literature
185715133X,Lolita,Vladimir Nabokov,American literature
1857152743,The Prime of Miss Jean Brodie,Muriel Spark;Frank Kermode,Girls
1857231104,The Elfstones of Shannara,Terry Brooks,Elves
185723135X,Use of Weapons,Iain Banks,Science fiction
1857232097,The Fires of Heaven,Robert Jordan,Juvenile Nonfiction
1857232569,Magic Kingdom for Sale,Terry Brooks,Fantasy fiction
1857233948,Excession,Iain Banks,English fiction
1857234022,A Man Betrayed,J. V. Jones,Adventure stories
1857237382,A Knight of the Word,Terry Brooks,
1857237501,The Conan Chronicles 1,Robert Jordan,Conan (Fictitious character)
1857237641,Otherland,Tad Williams,Otherland (Imaginary place)
1857239709,Angel Fire East,Terry Brooks,Courage
1857442024,The Life and Games of Mikhail Tal,Mihails Tāls,Biography & Autobiography
1857880781,Snapshots From Hell,Peter Robinson,Business & Economics
1857983416,Flow My Tears, the Policeman Said,Philip K. Dick,Identity (Psychology)
1857988094,I Am Legend,Richard Matheson,Horror tales
1857988191,The Rediscovery of Man,Cordwainer Smith,Science fiction, American
1857988361,Stand on Zanzibar,John Brunner,Fiction
185798837X,Martian Time-slip,Philip K. Dick,Mars (Planet)
1857989120,Three Early Novels,Philip K. Dick,Science fiction, American
1857989341,The Gods Themselves,Isaac Asimov,Science fiction
185960515X,Motorcycle Basics Techbook,John Haynes,Transportation
185984054X,The Missionary Position,Christopher Hitchens,Biography & Autobiography
1859842844,No One Left to Lie to,Christopher Hitchens,History
1859843409,Blaming the Victims,Edward W. Said;Christopher Hitchens,History
1859843824,Late Victorian Holocausts: El Nino Famines and the Making of the Third World,Mike Davis,History
1859843832,Unacknowledged Legislation,Christopher Hitchens,Literary Collections
1859843980,The Trial of Henry Kissinger,Christopher Hitchens,Biography & Autobiography
1859848982,The Communist Manifesto,Karl Marx;Friedrich Engels,Political Science
1860460585,The Bridge Over the Drina,Ivo Andrić,Bosnia and Herzegovina
1860465021,The Year of the Death of Ricardo Reis,José Saramago,Fiction
1860465811,The Wind-up Bird Chronicle,Haruki Murakami;Jay Rubin,Fiction
1860467210,The Stone Raft,José Saramago,Disasters
1860467229,The History of the Siege of Lisbon,Jose Saramago;Giovanni Pontiero,Lisbon (Portugal)
1860467768,Independent People,Halldór Laxness;J. Anderson Thompson,Fiction
1860469019,Baltasar & Blimunda,José Saramago,Aeronautics
1860492916,Becoming a Mother,Kate Mosse,Childbirth
1860499295,Peyton Place,Grace Metalious,City and town life
1860645887,Mary, Queen of Scots,Jenny Wormald,Biography & Autobiography
1861891849,'Photos of the Gods',Christopher Pinney,Art
1861974426,Call of the Mall,Paco Underhill,Consumer behavior
1861977697,The Art of Seduction,Robert Greene,Seduction
1861979339,Talk to the Hand,Lynne Truss,Conduct of life
1862073295,Rodinsky's Room,Rachel Lichtenstein;Iain Sinclair,Biography & Autobiography
1862073708,Out of Place,Edward W. Said,Authors, Arab
1862074054,Moth Smoke,Mohsin Hamid,Nineteen ninety-eight, A.D.
1862075948,The Collected Tales of Nikolai Gogol,Nikolaĭ Vasilʹevich Gogolʹ;Richard Pevear,Short stories
1862076650,Money to Burn,Ricardo Piglia;Amanda Hopkinson,Fiction
1862076898,Jack,A. M. Homes,Children of divorced parents
1862301387,Redwall,Brian Jacques,Animals
1864503823,Southwest France,John King;Julia Wilkinson,Travel
1877741094,Zen in the Art of Writing,Ray Bradbury,Language Arts & Disciplines
1878825011,What Uncle Sam Really Wants,Noam Chomsky,History
1879181487,Maya Cosmogenesis 2012,John Major Jenkins,Body, Mind & Spirit
1879794063,Best of the Eighties,John L. Goldwater,Comics & Graphic Novels
1879960745,Borderlands,Gloria Anzaldúa,Literary Collections
1880393336,Plato on Rhetoric and Language,Plato;Jean Nienkamp,Language Arts & Disciplines
1880656418,Hayao Miyazaki,Helen McCarthy,Art
1880685353,Harrington on Hold 'em,Dan Harrington;Bill Robertie,Games & Activities
1881244067,Orin Òrìṣà,John Mason,Music
1881475719,Purity,Douglas Clegg,Fiction
1883011078,Raymond Chandler: Stories & Early Novels (LOA #79),Raymond Chandler,Detective and mystery stories, American
1883011094,Complete Stories, 1892-1898,Henry James,Literary Collections
1883011493,Crime Novels,,American fiction
1883011698,Novels 1957-1962,William Faulkner,Mississippi
1883011930,Collected Stories,Edith Wharton,Short stories
1883398290,H. R. Giger's Retrospective, 1964-1984,H. R. Giger;Käthi Christen;Adrienne Theimer,Art
1883477379,Nineteen Sixty Eight,David Charles Hoeh,
1884365302,The Jungle,Upton Sinclair;Kathleen De Grave,Fiction
1885586426,The World of Jules Verne,Gonzague Saint Bris,Fiction
1885865244,Through a Brazen Mirror,Delia Sherman,Fiction
1885972105,Uncle Setnakt's Essential Guide to the Left Hand Path,Don Webb;Stephen E. Flowers,Magic
1886363064,Charles Dickens as a Legal Historian,William Searle Holdsworth,History
1886968055,Unspeakable Truths,Priscilla B. Hayner,Amnesty
1887178945,The Dancing Girl of Izu and Other Stories,Yasunari Kawabata,Fiction
1887368884,Blood Lines,Richard Matheson;Mark Dawidziak,Fiction
1887726098,Tolkien on film,Janet Brennan Croft,Literary Criticism
1887953795,Legend of the Five Rings,Aeg,Games
1888297018,Edward Lear's Book of Nonsense,Edward Lear,Computers
1888690089,Tal-Botvinnik 1960,Mikhail Tal,Games
1888996285,To America with Love,Abbie Hoffman,Biography & Autobiography
1889032204,Teach Them Diligently,Louis Paul Priolo,Religion
1889963852,Not Just a Pretty Face,Molly Lee,Antiques & Collectibles
1890159190,The Mistress Manual,Mistress Lorelei;Lorelei Powers, Mistress,Family & Relationships
1890208280,My Sister's Keeper,Nora Kelly,Fiction
1890447161,Change Or Die,David Foster Wallace;Mary Gaitkill;Irvine Welsh;David Berman;Delmore Schwartz,American literature
189044717X,Open City 6,Thomas Beller;James Purdy;Strawberry Saroyan;Debra Garrison;Michael Cunningham,Fiction
1890447420,Mother's Milk,Edward St. Aubyn,Fiction
1890771481,Lands of Promise and Despair,Rose Marie Beebe;Robert M. Senkewicz,History
1890995525,The Diamond Color Meditation,John Diamond,Health & Fitness
1891190237,City Eclogue,Ed Roberson,Social Science
189162041X,White Widow,Jim Lehrer,Fiction
1891830600,Carnet de Voyage,,Comics & Graphic Novels
189188526X,Eureka Mill,Ron Rash,Poetry
1892062437,Teleportation: From Star Trek to Tesla,Commander X;Tim Swartz,Body, Mind & Spirit
1892284731,Plastic Jesus,Poppy Z. Brite,Fiction
1892284898,Guilty But Insane,Poppy Z. Brite,Biography & Autobiography
189238938X,The State of the Art,Iain M. Banks,Fiction
1892391201,Her Smoke Rose Up Forever,James Tiptree,Fiction
1892391368,The Line Between,Peter S. Beagle,Fiction
1892395568,International Building Code 2003,International Code Council,Reference
1892597268,Strangers in Paradise,Terry Moore,Comics & Graphic Novels
1892597381,Strangers in Paradise,Terry Moore,Comics & Graphic Novels
1893007162,Alcoholics Anonymous,Anonymous,Self-Help
189491712X,The Devil's in the Details,Mary Jane Maffini,Fiction
1894925025,Mini-Manual of the Urban Guerrilla,Carlos Marighella,Political Science
1895176409,Galapagos, a Natural History,Michael Hume Jackson,History
1896597661,Acme Novelty Datebook, Volume One,Chris Ware,Comics & Graphic Novels
189857345X,Everest,Reinhold Messner,Everest, Mount (China and Nepal)
1902602323,No Dress Rehearsal,Marian Keyes,Adjustment (Psychology)
1902602684,The Builders,Maeve Binchy,Construction workers
1903015073,The Spiral Stair,Joan Aiken;Quentin Blake,Children's stories
1903252040,The Elephant War,Gillian Avery,Children's stories
1903436575,Shakespeare's Sonnets,William Shakespeare,Drama
1903809509,The Sot-weed Factor,John Barth,English
190414845X,The Scandal of Ulysses,Bruce Arnold,Literary Criticism
1904159087,X-Men,Grant Morrison;Igor Kordey;Ethan Van Scriver,
1904233198,To the Blight,Robert Jordan,Children's stories
1904271065,King Henry IV Part 2,William Shakespeare;A. R. Humphreys,Drama
1904271359,King Henry IV Part 1,William Shakespeare;David Scott Kastan,Drama
1904271553,Hamlet: The Texts of 1603 and 1623,William Shakespeare,Drama
1904316344,Judas Pig,Horace Silver,Fiction
1904341276,Dostoevsky,Richard Freeborn,Biography & Autobiography
1904633277,Little Women,Louisa May Alcott,Family life
1904633382,The Iliad,Homer,Poetry
1904634001,Book of Haikus,Jack Kerouac,Poetry
1904859208,Chomsky on Anarchism,Noam Chomsky,Political Science
1904919529,Three Men in a Boat,Jerome K. Jerome,Boats and boating
1904920357,50 Great Curries of India 10th Anniversary Ed.,Camellia Panjabi,Cooking
1905177046,A Midwife's Story,Penny Armstrong;Sheryl Feldman,Biography & Autobiography
1928832431,Aquinas's Shorter Summa,Saint Thomas (Aquinas),Religion
1929229488,A Framework for Understanding Poverty,Ruby K. Payne,People with social disabilities
1929241631,Beloved Bride,William Potter,Literary Collections
1929610254,Lessons from Turtle Island,Guy W. Jones;Sally Moomaw,Education
1930464061,On Being Ill,Virginia Woolf,Literary Collections
1930846398,The Empire of Ice Cream,Jeffrey Ford,Fiction
1930846452,The Jennifer Morgue,Charles Stross,Fiction
1930900244,The Brothers Lionheart,Astrid Lindgren;Ilon Wikland;Jill Morgan,Juvenile Fiction
1930901356,The Irish Anatomist,Keith Donohue,Biography & Autobiography
1931081670,The Value of X,Poppy Z. Brite,Fiction
1931082030,Collected Works of Carson McCullers,Carson McCullers,
1931082308,Novels, 1896-1899,Henry James,Fiction
1931082545,Democracy in America,Alexis de Tocqueville;Arthur Goldhammer,Philosophy
1931082731,Little Women ; Little Men ; Jo's Boys,Louisa May Alcott;Elaine Showalter,Fiction
193108288X,Novels, 1901-1902,Henry James;Leo Bersani,Fiction
1931382697,Zinn and the Art of Road Bike Maintenance,Lennard Zinn,Sports & Recreation
1931414165,The Brooklyn Bridge,Elizabeth Mann;Alan Witschonke,Juvenile Nonfiction
1931514607,Paradise Kiss,Ai Yazawa,Comics & Graphic Novels
1931520240,Interfictions,Delia Sherman;Theodora Goss,Fiction
1931615039,Answers to Questions Teachers Ask about Sensory Integration,Carol Stock Kranowitz;Stacey Szklut;Lynn Balzer-Martin;Elizabeth Haber;Deanna Iris Sava,Minimal brain dysfunction in children
1931859353,No One is Illegal,Justin Akers Chacón;Mike Davis;Julián Cardona,History
1931882207,Invisible Residents,Ivan T. Sanderson,Body, Mind & Spirit
1932073205,Way of the Peaceful Warrior,Dan Millman,Body, Mind & Spirit
1932100563,The Anthology at the End of the Universe,Glenn Yeffeth,Literary Criticism
1932100598,Mapping the World of Harry Potter,Mercedes Lackey;Leah Wilson,Literary Criticism
1932111972,Theory of Fun for Game Design,Raph Koster,Computers
1932206086,Insights,Frederick Lenz,Spiritual life
1932206108,How to Meditate,Frederick Lenz,Meditation
1932234292,Birthday,Kōji Suzuki;Glynne Walley,Fiction
1932361278,There's No Toilet Paper... on the Road Less Traveled,Doug Lansky,Travel
1932382607,Richard Matheson's Hell House,Ian Edington;Simon Fraser;Chris Ryall,Comics & Graphic Novels
1932382720,Hell House,Ian Edginton;Simon Fraser,Comics & Graphic Novels
193238622X,Artesia,Mark Smylie,Comics & Graphic Novels
1932416064,McSweeney's,,American literature
1932416129,Timothy McSweeney's,Dave Eggers,Fiction
1932416137,How We are Hungry,Dave Eggers,Fiction
1932416242,The Polysyllabic Spree,Nick Hornby,Literary Criticism
1932416374,The Very Persistent Gappers of Frip,George Saunders;Lane Smith,Juvenile Fiction
1932416382,McSweeney's,Dave Eggers,Fiction
193241648X,McSweeney's,T. C. Boyle,Fiction
1932416595,Housekeeping Vs. the Dirt,Nick Hornby,Literary Criticism
1932416641,What is the what,Dave Eggers,Fiction
1932416773,McSweeney's,Dave Eggers,Fiction
1932420304,Erotica,Kelly Carr,Fiction
1932420347,Erotica,Kelly Carr,Fiction
1932429239,Think and Grow Rich: The 21st-Century Edition,Napoleon Hill,Business & Economics
1932450750,Zero Debt,Lynnette Khalfani,Business & Economics
1932664084,Scott Pilgrim's Precious Little Life,,Comics & Graphic Novels
1932664394,Han'guk-sik Sarang,J. Torres,Comics & Graphic Novels
1932664599,Wasteland Vol. 1,Antony Johnston,Comics & Graphic Novels
1932796789,Dragons of Winter Night,Margaret Weis;Tracy Hickman;Andrew Dabb,Comics & Graphic Novels
1932806490,Doc Savage,Kenneth Robeson,Fiction
1932855416,Bird Songs,Les Beletsky,Nature
1932857001,Under The Influence,Preston Peet,History
1932857087,Real Rule of Four,Joscelyn Godwin,History
1932857192,Underground!,Preston Peet,Education
1933045256,Design Like You Give a Damn,Architecture for Humanity (Organization),Architecture
1933110333,A Matter of Trust,Radclyffe,Fiction
1933110457,Carly's Sound,Ali Vali,Fiction
1933368365,The Good Fairies of New York,Martin Millar,Fiction
193336856X,Mitz,Sigrid Nuez,Fiction
1933372192,Amazing Disgrace,James Hamilton-Paterson,Fiction
1933440171,Finder Series,Ayano Yamane,Gay men
1933615095,The Best of America's Test Kitchen 2007,America's Test Kitchen,Cooking
1933618086,Falling Angel,William Hjortsberg,Fiction
1933633107,Sister Bernadette's Barking Dog,Kitty Burns Florey,Literary Collections
1933648279,Night Has a Thousand Eyes,Cornell Woolrich,Fiction
1933771135,Neptune Noir,Rob Thomas;Leah Wilson,Performing Arts
1933771178,Coffee at Luke's,Jennifer Crusie,Performing Arts
1934169072,Quo Vadis,Henryk Sienkiewicz,Christian fiction
2884490477,The Art of Richard P. Feynman,Richard Phillips Feynman,Art
2940373159,Basics Illustration 01,Mark Wigan,Art
3110172798,Syntactic Structures,Noam Chomsky,Language Arts & Disciplines
3125738083,J. D. Salinger, The Catcher in the Rye,Jerome David Salinger;Rudolph F. Rau,
3425040847,In the Country of Last Things,Paul Auster,
3464371646,About a Boy,Nick Hornby,
3540292128,Enzyme-Catalyzed Synthesis of Polymers,Shiro Kobayashi;Helmut Ritter;David Kaplan,Science
3791329286,Joseph Cornell,Joseph Cornell;Alison Baverstock,Juvenile Nonfiction
3856305580,C.G. Jung and Hermann Hesse,Miguel Serrano,Psychology
3861878755,Wicked Dreams,Kingdome 19,Photography
3895086908,War and Peace,Lev N. Tolstoj,Napoleonic Wars, 1800-1815
4766113381,How to Draw Manga,Kazuko Tadano,Art
4770027729,ゲンジモノガタリ,紫式部,Japan
4770028016,五輪書 : 英文版,武蔵·宮本,Philosophy
4770028032,日本語の感情表現集,村上真美子,Foreign Language Study
4770028962,Coin Locker Babies,村上龍,Fiction
7506435675,Good Fight,Judd Winick;Matthew Clark,Juvenile Fiction
8122200850,Cry, the Peacock,Anita Desai,Fiction
8125026606,Nietzsche For Beginners,Marc Sautet,
8171565646,Aspects of the Novel,E. M. Forster,English fiction
8172235224,Mistaken Identity,Nayantara Sahgal,Indic fiction (English)
8173031010,Journey to the East,Hermann Hesse,Adventure stories
817992162X,The Monk Who Sold His Ferrari: A Fable About Fulfilling Your Dreams & Reaching Your Destiny,Robin Sharma,Health & Fitness
